applicant_id,race,gender,income,debt_to_income,internal_tenure,credit_score,years_at_address,voluntary_overtime,creditworthy,model_approved_biased,model_approved_fair
1986,White,Male,73120,0.39,0.9,684,0.8,3.5,1,1,1
1987,Black,Male,69416,0.393,10.6,689,2.7,1.5,0,0,0
1988,Black,Female,46578,0.486,11.1,622,5.6,1.5,0,0,0
1989,Black,Female,50820,0.346,4.5,650,0.8,3.0,1,1,1
1990,White,Female,60953,0.287,7.5,744,0.8,1.6,1,1,1
1991,Black,Female,47128,0.262,8.8,705,0.8,0.7,0,0,0
1992,White,Male,70522,0.368,2.5,679,6.9,1.4,1,0,1
1993,White,Male,55693,0.329,3.5,692,1.7,1.9,1,1,1
1994,Black,Male,54691,0.309,1.9,662,0.6,5.5,0,0,0
1995,Black,Male,71378,0.258,1.9,722,0.5,4.0,0,0,1
1996,White,Male,62363,0.32,0.5,652,15.4,0.4,0,0,0
1997,White,Male,61338,0.417,2.0,722,12.7,16.3,1,0,1
1998,White,Female,63612,0.32,3.9,700,2.6,1.4,0,1,0
1999,White,Female,64111,0.284,1.9,654,5.0,0.6,1,0,1
2000,White,Female,66774,0.264,7.2,757,3.7,1.6,0,0,1
2001,Black,Male,56862,0.467,1.4,705,0.7,5.5,0,0,0
2002,White,Male,72718,0.245,0.5,778,5.8,0.1,1,1,1
2003,White,Male,68491,0.274,5.8,761,10.0,4.6,0,0,0
2004,White,Female,50242,0.403,3.9,698,0.1,0.7,1,1,1
2005,White,Male,71286,0.345,1.0,734,7.6,14.6,0,0,0
2006,White,Female,70245,0.307,2.7,713,2.5,4.1,1,1,1
2007,White,Male,77150,0.251,1.8,661,1.7,0.9,1,1,1
2008,White,Female,45557,0.433,9.8,635,10.5,1.6,0,0,0
2009,Black,Male,60519,0.302,3.3,675,4.8,3.8,0,0,0
2010,White,Male,63072,0.285,0.6,709,1.7,4.5,1,1,1
2011,Black,Male,71921,0.275,2.4,641,13.0,8.0,0,0,1
2012,Black,Male,61262,0.463,6.9,653,2.2,10.5,1,0,1
2013,Black,Female,59962,0.377,3.9,735,5.6,1.2,0,0,0
2014,White,Female,63211,0.281,6.5,593,8.3,0.2,0,0,0
2015,White,Female,62339,0.376,1.0,728,7.8,6.3,0,0,0
2016,Black,Male,72958,0.28,7.7,698,4.8,2.9,0,0,0
2017,Black,Male,67727,0.424,4.9,704,0.1,5.4,1,1,0
2018,White,Male,73178,0.275,4.6,638,1.5,0.5,0,0,1
2019,White,Male,70003,0.216,1.5,690,7.2,1.4,0,1,0
2020,Black,Male,40928,0.311,7.7,641,1.9,7.6,0,0,0
2021,White,Female,66245,0.282,3.6,712,0.9,3.5,0,0,0
2022,White,Male,70738,0.269,6.7,650,0.9,10.7,0,0,0
2023,Black,Male,63539,0.296,1.6,676,6.8,0.4,1,1,1
2024,Black,Female,59578,0.431,0.6,608,8.0,0.5,0,0,0
2025,White,Female,75329,0.244,1.4,683,0.2,2.2,1,1,1
2026,Black,Male,61369,0.214,2.1,722,0.9,2.5,0,0,0
2027,White,Female,52536,0.464,2.7,738,1.2,0.3,1,1,0
2028,White,Female,41506,0.344,2.5,703,20.4,0.3,1,0,1
2029,White,Male,63753,0.441,2.8,638,7.9,3.3,0,0,0
2030,White,Male,85334,0.227,6.5,720,1.7,3.5,1,1,1
2031,White,Female,81234,0.364,0.7,717,1.5,1.7,0,0,0
2032,Black,Male,55620,0.443,1.3,557,6.5,3.3,0,0,0
2033,White,Male,57390,0.287,7.7,721,1.4,4.2,1,1,1
2034,Black,Male,51515,0.279,2.9,606,10.2,6.3,0,0,0
2035,White,Female,74378,0.311,3.1,626,2.2,0.1,0,0,0
2036,Black,Male,52089,0.424,2.3,604,15.2,14.9,0,1,0
2037,White,Female,68891,0.371,2.8,594,7.6,0.1,0,0,0
2038,White,Male,73685,0.3,0.8,685,6.1,2.2,1,1,1
2039,White,Female,70100,0.393,2.8,649,25.0,1.2,1,1,1
2040,White,Male,90180,0.36,20.0,759,10.5,6.5,1,1,1
2041,White,Female,68897,0.293,2.9,680,3.6,1.2,1,0,1
2042,White,Male,73469,0.194,0.5,670,7.3,0.9,1,0,1
2043,Black,Male,77283,0.393,5.6,581,0.2,5.5,0,0,0
2044,Black,Male,61495,0.328,1.8,637,4.7,0.2,1,1,0
2045,Black,Male,50070,0.39,0.6,722,2.0,0.6,0,0,0
2046,White,Male,78874,0.394,6.9,779,1.5,6.7,1,1,1
2047,White,Female,67474,0.361,0.8,680,2.3,6.2,1,1,1
2048,Black,Female,47920,0.501,8.9,647,0.6,0.1,0,0,0
2049,Black,Female,45824,0.339,2.0,684,4.2,2.2,0,0,0
2050,Black,Male,55017,0.456,4.8,608,1.9,6.2,1,1,1
2051,White,Male,66681,0.417,2.8,722,10.7,10.6,0,1,0
2052,Black,Male,55342,0.385,1.0,771,0.9,2.5,0,0,1
2053,White,Male,63572,0.463,3.9,741,5.9,0.5,0,0,0
2054,White,Male,75861,0.24,11.1,740,13.4,8.2,0,1,0
2055,White,Male,75112,0.255,5.1,769,3.4,1.9,1,1,1
2056,Black,Male,61452,0.425,3.2,701,3.4,0.6,0,0,0
2057,Black,Male,57376,0.384,16.3,645,2.2,4.3,0,0,0
2058,White,Female,61223,0.278,1.1,641,8.2,0.3,1,0,1
2059,White,Female,77420,0.373,0.5,691,4.7,0.6,0,0,0
2060,White,Female,63674,0.355,0.5,651,0.0,0.4,1,0,1
2061,White,Female,75637,0.289,4.3,684,0.5,2.7,0,0,0
2062,White,Male,62035,0.313,6.2,663,8.3,0.1,0,0,0
2063,White,Male,77891,0.353,3.5,686,3.3,1.8,1,1,1
2064,White,Female,55652,0.287,8.2,626,10.0,0.0,1,0,1
2065,Black,Female,45438,0.446,4.2,617,2.1,1.0,0,0,0
2066,Black,Male,53880,0.319,1.6,677,6.3,2.1,1,0,1
2067,Black,Male,53254,0.333,0.7,689,3.5,7.6,1,1,1
2068,Black,Female,46303,0.488,9.0,672,5.9,1.1,0,0,0
2069,Black,Female,63172,0.453,0.5,632,1.2,0.6,0,0,0
2070,White,Female,63454,0.198,2.7,703,6.4,1.2,0,1,0
2071,White,Male,74250,0.274,1.3,798,0.4,2.5,0,0,0
2072,White,Female,58428,0.364,1.1,663,6.7,0.1,1,1,1
2073,White,Female,71569,0.34,3.6,775,25.0,0.3,0,0,0
2074,White,Male,75550,0.343,0.9,635,13.7,6.7,1,1,1
2075,White,Male,68910,0.308,8.7,622,5.8,1.8,1,1,1
2076,White,Male,56157,0.291,1.8,697,14.6,12.1,1,0,1
2077,Black,Female,53162,0.399,4.0,649,0.4,1.7,1,0,1
2078,White,Male,77756,0.376,4.6,650,3.9,8.5,1,1,1
2079,Black,Female,41211,0.459,4.0,635,7.5,1.4,0,0,1
2080,White,Male,69046,0.328,8.2,724,2.7,3.6,0,0,0
2081,White,Female,68371,0.336,0.9,651,0.0,5.5,0,0,0
2082,Black,Female,35290,0.372,0.5,699,0.3,0.2,0,0,0
2083,White,Male,65511,0.279,0.5,759,9.8,4.7,1,1,1
2084,White,Male,75769,0.375,7.4,764,6.9,7.2,1,0,1
2085,Black,Male,69050,0.448,12.7,614,1.8,1.0,0,0,0
2086,Black,Male,79857,0.335,1.3,620,3.5,1.5,0,0,0
2087,White,Male,91586,0.307,4.1,696,16.8,1.2,1,1,1
2088,White,Male,73437,0.335,0.5,691,6.2,7.2,1,1,0
2089,White,Female,58157,0.36,0.7,682,6.0,0.8,0,0,0
2090,Black,Male,67231,0.41,4.1,694,2.6,7.2,1,1,0
2091,White,Male,66564,0.222,0.5,734,5.3,2.2,1,1,1
2092,White,Male,64379,0.218,2.2,663,5.9,0.4,1,1,1
2093,White,Female,59947,0.412,3.8,643,2.8,0.8,1,0,0
2094,Black,Male,53693,0.486,5.1,598,1.9,1.6,0,1,0
2095,White,Male,76126,0.196,2.1,662,7.5,4.0,0,0,0
2096,White,Male,65975,0.298,3.5,745,2.5,2.9,0,0,0
2097,White,Male,72851,0.357,2.7,711,5.3,1.6,0,0,0
2098,White,Male,87949,0.146,0.5,749,2.1,8.9,0,0,0
2099,White,Male,73221,0.225,4.8,623,1.2,2.4,0,1,0
2100,Black,Male,73167,0.374,0.7,671,3.9,2.9,0,0,0
2101,White,Male,84020,0.258,0.5,717,1.6,8.4,0,1,0
2102,White,Female,68920,0.345,2.1,755,14.9,2.1,1,1,1
2103,Black,Male,54458,0.483,7.0,638,0.5,2.2,1,1,1
2104,White,Male,82405,0.24,0.6,681,5.9,2.3,1,0,0
2105,White,Female,60500,0.334,0.5,770,2.0,0.6,1,0,0
2106,White,Male,71979,0.276,0.5,696,1.9,0.5,1,0,1
2107,Black,Female,54301,0.42,1.6,659,8.4,1.0,0,0,0
2108,Black,Male,57946,0.38,3.0,680,2.4,2.4,1,1,1
2109,Black,Male,50797,0.565,0.8,577,3.6,0.2,1,0,0
2110,Black,Male,42729,0.484,5.7,659,5.5,1.3,0,0,0
2111,Black,Male,67591,0.269,4.9,598,0.3,1.0,0,0,0
2112,White,Female,68703,0.267,4.2,693,0.3,0.8,1,0,1
2113,White,Female,45793,0.276,2.3,683,9.9,0.3,1,0,1
2114,Black,Male,50532,0.294,1.6,633,1.9,5.1,0,0,0
2115,White,Female,64790,0.234,1.6,728,4.6,0.2,1,1,0
2116,White,Male,76425,0.288,2.4,709,2.1,5.5,1,0,1
2117,Black,Female,35815,0.358,0.5,600,0.6,5.5,1,1,1
2118,Black,Female,50107,0.348,4.0,598,3.4,6.2,1,1,1
2119,White,Female,68396,0.471,1.5,738,13.1,0.6,1,1,1
2120,White,Male,68484,0.253,0.9,703,0.8,1.1,0,1,0
2121,Black,Female,53558,0.379,1.1,582,0.6,7.1,0,0,1
2122,White,Male,67124,0.352,0.7,685,2.1,1.7,0,0,0
2123,Black,Female,60091,0.379,8.1,643,6.5,0.1,0,0,0
2124,Black,Female,43007,0.328,0.6,591,0.2,2.5,0,0,0
2125,White,Female,51579,0.312,7.5,667,3.6,0.6,1,1,1
2126,White,Male,72289,0.441,3.0,749,0.9,0.5,0,0,0
2127,Black,Male,43664,0.346,7.1,777,10.9,3.7,0,0,0
2128,White,Male,50948,0.236,2.2,719,22.1,2.8,1,0,0
2129,White,Male,82837,0.329,9.2,639,8.5,5.2,0,0,1
2130,White,Female,53157,0.309,0.8,687,8.3,1.3,1,1,1
2131,Black,Male,44663,0.572,2.8,663,1.4,0.6,0,0,0
2132,White,Female,54882,0.275,0.5,735,17.2,1.0,0,0,0
2133,White,Female,54433,0.451,2.1,736,4.1,1.0,0,0,0
2134,Black,Female,49578,0.491,3.0,716,3.2,1.9,1,0,1
2135,Black,Female,40065,0.383,3.3,650,0.1,0.0,0,0,0
2136,Black,Male,62981,0.38,1.6,658,0.3,13.9,0,0,0
2137,Black,Female,57462,0.338,0.5,560,11.3,0.0,1,1,0
2138,White,Female,50250,0.292,3.7,649,3.6,0.4,0,1,0
2139,Black,Male,51819,0.353,2.3,592,4.1,0.0,0,0,0
2140,Black,Male,52769,0.391,0.5,617,0.9,2.5,1,0,1
2141,White,Female,61349,0.231,9.6,642,4.8,8.5,0,0,1
2142,White,Male,82826,0.322,10.9,652,12.5,0.6,0,0,0
2143,White,Female,74403,0.32,6.8,750,6.1,2.2,1,1,0
2144,White,Male,96988,0.328,6.5,612,8.4,1.0,1,0,0
2145,Black,Female,28306,0.448,0.5,641,3.1,0.1,0,0,0
2146,White,Female,53757,0.314,17.6,739,1.1,6.9,1,1,1
2147,Black,Male,76140,0.414,1.8,643,5.9,0.6,0,0,0
2148,White,Male,53992,0.294,0.6,768,4.4,2.7,1,0,0
2149,White,Male,89912,0.352,5.9,676,10.5,10.3,0,1,1
2150,Black,Male,59473,0.402,0.9,742,2.2,3.0,1,1,0
2151,Black,Male,59841,0.393,2.6,582,3.4,2.7,0,0,0
2152,White,Female,50202,0.323,0.5,761,10.6,5.2,1,0,1
2153,Black,Female,46488,0.501,2.3,608,0.0,0.0,0,1,0
2154,White,Female,80473,0.358,2.9,767,13.9,0.5,0,0,0
2155,Black,Male,57523,0.287,2.1,635,6.1,1.1,0,0,0
2156,White,Female,58555,0.297,0.5,751,0.3,0.3,1,1,1
2157,Black,Male,62057,0.364,2.3,719,0.1,5.1,0,0,0
2158,Black,Female,49077,0.41,2.2,623,0.5,0.1,0,1,0
2159,White,Female,66451,0.342,1.1,747,9.7,1.3,0,0,0
2160,Black,Female,42502,0.344,8.9,649,1.1,2.6,0,0,0
2161,White,Female,62228,0.325,1.9,627,8.4,5.9,0,1,0
2162,White,Female,56589,0.308,7.0,722,3.8,0.6,1,0,0
2163,White,Male,53960,0.376,0.5,656,11.8,2.1,1,1,1
2164,White,Male,76819,0.23,1.3,673,10.7,3.1,1,1,1
2165,White,Male,59662,0.299,0.7,662,20.9,3.4,0,0,0
2166,White,Male,70352,0.252,1.8,723,1.9,6.6,1,1,1
2167,White,Male,81260,0.43,0.5,657,1.7,3.7,0,0,1
2168,Black,Female,36021,0.498,2.0,592,6.6,0.3,1,1,1
2169,Black,Male,64046,0.265,1.5,607,5.7,1.8,1,0,1
2170,Black,Female,48001,0.354,0.9,616,1.2,6.4,0,1,0
2171,Black,Female,41334,0.471,3.6,674,0.2,3.6,1,1,1
2172,Black,Male,78229,0.412,10.5,701,14.5,0.0,0,0,0
2173,White,Female,62994,0.36,0.8,740,1.2,1.0,1,1,1
2174,White,Female,57319,0.343,4.4,696,10.4,1.0,0,1,0
2175,Black,Male,50197,0.447,4.7,655,1.3,2.2,0,0,0
2176,White,Male,80811,0.355,2.4,696,0.5,1.7,1,1,1
2177,White,Male,65879,0.28,8.0,726,11.8,5.5,0,0,0
2178,White,Male,79565,0.216,11.9,758,24.2,1.4,0,0,0
2179,White,Female,62975,0.212,1.6,690,0.6,0.2,1,1,1
2180,Black,Male,69161,0.373,3.7,683,0.3,2.7,0,0,0
2181,White,Female,52574,0.201,3.8,638,12.7,3.5,0,0,0
2182,Black,Female,41969,0.428,1.8,691,1.2,3.3,0,0,0
2183,White,Male,69189,0.278,1.3,715,2.2,9.0,1,1,1
2184,Black,Male,56019,0.516,9.5,608,4.2,0.0,0,0,0
2185,White,Female,59454,0.354,5.5,749,10.7,0.2,1,1,1
2186,White,Male,98314,0.298,0.5,645,2.8,0.0,1,1,0
2187,White,Male,92632,0.187,0.5,595,1.1,5.6,0,0,0
2188,White,Male,74990,0.212,9.0,745,6.8,1.2,0,0,0
2189,Black,Female,55169,0.458,0.5,669,0.9,2.1,0,0,0
2190,Black,Male,55635,0.358,4.1,599,1.4,2.2,0,0,0
2191,White,Male,61501,0.477,0.9,722,1.0,8.4,0,0,0
2192,White,Female,61179,0.324,0.5,754,12.1,0.6,0,1,0
2193,Black,Female,58711,0.422,0.5,663,2.4,0.9,0,0,0
2194,White,Female,76056,0.238,1.6,815,13.2,0.7,1,1,1
2195,Black,Female,60957,0.476,0.5,610,6.5,0.8,0,1,0
2196,White,Male,56902,0.235,3.2,597,10.6,15.2,0,0,0
2197,Black,Female,48107,0.447,3.6,583,0.4,0.6,1,1,1
2198,White,Female,48311,0.387,1.6,587,20.1,3.0,1,1,1
2199,Black,Male,69688,0.387,4.8,760,1.8,14.6,1,1,0
2200,White,Female,58876,0.453,2.4,697,8.5,2.7,0,0,0
2201,White,Female,62528,0.287,2.0,791,7.8,4.5,1,1,0
2202,White,Female,67800,0.447,1.8,680,6.3,0.3,0,0,0
2203,Black,Male,85661,0.291,2.0,614,6.4,0.6,1,0,1
2204,Black,Male,60682,0.436,12.0,574,4.9,2.5,1,0,1
2205,White,Male,69617,0.29,4.0,685,0.7,1.7,0,0,0
2206,Black,Male,45589,0.33,1.3,698,6.6,2.3,0,0,0
2207,White,Male,86586,0.184,4.6,694,0.5,5.4,0,0,0
2208,White,Female,61183,0.312,1.4,621,16.4,2.8,1,1,1
2209,White,Female,79571,0.307,0.5,729,3.9,1.2,1,1,1
2210,White,Male,83056,0.312,2.3,745,1.4,4.5,1,1,0
2211,White,Female,58370,0.381,4.9,672,5.7,0.3,1,1,1
2212,Black,Male,44077,0.323,1.7,626,0.9,8.0,0,0,0
2213,White,Male,74725,0.423,7.1,622,10.6,6.5,1,1,1
2214,Black,Male,51850,0.342,1.7,688,1.2,0.2,1,0,1
2215,White,Male,72393,0.342,1.5,682,2.5,3.3,0,0,0
2216,Black,Male,68490,0.386,20.0,529,1.9,1.8,1,1,1
2217,Black,Male,41464,0.366,2.3,586,0.0,0.5,1,1,1
2218,Black,Female,53646,0.413,5.7,677,0.5,0.1,0,0,0
2219,White,Male,79595,0.234,5.7,688,3.5,4.7,1,0,0
2220,White,Female,71081,0.303,9.1,643,2.7,3.6,1,1,1
2221,Black,Male,44364,0.286,0.5,660,3.8,2.6,0,1,0
2222,Black,Female,55193,0.372,1.1,610,0.6,0.2,1,0,1
2223,White,Female,75035,0.297,5.1,667,1.1,2.7,0,0,0
2224,White,Male,75432,0.359,2.9,692,1.6,4.5,1,0,1
2225,White,Female,61843,0.307,2.9,778,11.0,0.9,1,1,1
2226,Black,Male,69396,0.349,0.6,738,5.2,15.3,0,0,0
2227,White,Male,65056,0.315,1.2,610,1.4,1.6,1,0,0
2228,Black,Male,42701,0.393,2.6,654,2.7,2.4,0,1,0
2229,Black,Male,55994,0.339,1.1,588,1.2,2.3,1,1,1
2230,White,Male,77350,0.328,0.8,653,0.6,11.4,0,0,0
2231,Black,Male,68389,0.367,0.5,568,1.4,2.4,1,1,1
2232,White,Male,77305,0.259,0.6,663,4.8,2.6,1,1,1
2233,Black,Female,59358,0.375,5.1,593,0.0,0.8,0,0,1
2234,Black,Male,68453,0.446,4.4,707,2.6,0.0,1,1,1
2235,Black,Female,47606,0.377,0.5,610,6.7,9.5,1,1,1
2236,White,Male,70520,0.318,0.8,611,3.4,5.5,1,1,0
2237,White,Male,84871,0.21,2.9,704,2.2,5.2,0,0,0
2238,Black,Male,45898,0.458,1.4,649,0.3,1.8,0,0,0
2239,Black,Female,55291,0.369,6.1,638,5.2,0.5,0,0,0
2240,White,Male,64832,0.328,5.4,734,1.4,1.6,0,0,0
2241,White,Male,83002,0.282,7.8,764,17.1,5.9,1,1,1
2242,Black,Male,57820,0.407,2.9,644,9.5,8.3,1,1,0
2243,Black,Female,51075,0.441,1.5,663,1.6,3.8,0,0,0
2244,White,Male,89288,0.29,3.3,692,3.4,0.9,1,1,1
2245,White,Male,61239,0.169,0.5,729,2.0,5.3,1,1,1
2246,White,Female,65158,0.406,0.5,627,1.4,3.7,1,1,0
2247,White,Male,70198,0.29,0.5,734,4.6,4.7,1,1,1
2248,White,Male,77324,0.326,1.8,718,7.2,1.9,1,1,1
2249,White,Female,82293,0.378,0.9,651,14.9,1.5,0,0,0
2250,White,Male,65947,0.268,0.6,811,6.9,5.2,0,0,0
2251,Black,Female,39026,0.446,3.3,585,1.9,5.3,1,1,1
2252,White,Female,54906,0.278,18.6,713,0.2,3.2,1,0,1
2253,White,Male,69671,0.327,0.7,659,16.1,4.2,0,0,0
2254,White,Female,63642,0.331,2.8,725,15.1,0.4,1,1,1
2255,White,Male,73145,0.27,0.5,800,3.1,20.0,0,1,0
2256,White,Male,90026,0.303,9.5,742,0.2,1.1,1,1,1
2257,White,Male,88248,0.226,1.2,699,8.6,5.4,1,1,1
2258,Black,Female,64029,0.432,7.4,695,1.1,1.2,1,0,1
2259,Black,Male,83144,0.409,1.2,629,10.7,15.8,0,0,0
2260,White,Female,71240,0.354,5.7,721,3.4,2.1,1,1,0
2261,Black,Male,69083,0.485,0.8,662,2.6,2.0,0,0,0
2262,Black,Male,66047,0.373,1.2,599,4.7,0.4,0,0,0
2263,White,Female,69409,0.328,0.7,780,3.8,0.8,0,0,1
2264,Black,Female,54943,0.328,1.1,710,0.7,3.0,1,0,1
2265,White,Male,68031,0.41,6.3,663,1.2,5.9,0,1,1
2266,White,Female,50532,0.225,3.6,747,18.4,2.3,0,0,1
2267,White,Male,70693,0.316,1.8,648,5.6,2.4,0,0,0
2268,White,Female,68657,0.287,12.5,720,10.6,0.2,1,0,1
2269,White,Female,63722,0.334,2.2,700,4.3,9.5,1,1,1
2270,White,Male,61346,0.208,12.2,785,11.7,1.0,1,1,1
2271,White,Female,61341,0.392,0.8,713,5.0,1.6,1,1,1
2272,Black,Male,55819,0.313,8.2,583,0.1,3.1,1,1,0
2273,White,Male,71376,0.382,0.5,753,14.9,0.3,1,1,1
2274,White,Male,76909,0.235,2.8,683,1.0,3.5,1,1,1
2275,Black,Female,58062,0.478,1.9,627,2.5,3.3,0,0,0
2276,White,Male,66999,0.242,2.6,706,4.2,3.2,1,1,1
2277,Black,Female,60811,0.367,2.8,623,0.4,0.1,0,0,0
2278,Black,Male,69316,0.38,1.7,744,1.8,1.7,1,0,0
2279,Black,Female,54203,0.351,20.0,689,0.8,2.6,0,0,0
2280,Black,Female,57647,0.349,13.1,596,5.5,0.6,1,1,0
2281,Black,Male,67842,0.321,11.4,623,13.0,2.3,0,0,0
2282,White,Male,61023,0.322,13.5,642,5.4,4.0,1,0,1
2283,White,Female,73547,0.33,5.5,744,3.0,0.8,1,0,1
2284,Black,Male,50099,0.384,15.7,654,3.0,1.5,0,0,0
2285,Black,Female,44072,0.387,7.8,604,8.9,2.7,0,0,0
2286,Black,Female,52962,0.448,1.9,726,2.3,0.7,0,0,0
2287,Black,Male,36559,0.454,5.4,682,3.1,10.4,0,0,0
2288,White,Male,73756,0.34,8.5,713,2.5,4.3,1,1,1
2289,Black,Female,60817,0.395,4.4,657,3.7,1.8,1,1,1
2290,Black,Male,41540,0.295,1.9,592,3.1,5.6,1,0,1
2291,Black,Male,68890,0.242,0.5,684,3.3,4.3,1,1,1
2292,White,Female,56012,0.325,5.8,677,0.6,2.0,0,0,0
2293,White,Female,65068,0.19,10.7,739,5.3,3.3,0,1,0
2294,White,Female,57464,0.316,1.6,728,0.8,0.3,1,1,1
2295,Black,Female,56729,0.508,0.6,648,4.1,0.7,0,0,1
2296,White,Female,73249,0.249,1.4,691,25.0,2.0,0,0,0
2297,Black,Male,64470,0.29,3.1,737,6.3,4.7,1,1,1
2298,White,Female,62960,0.375,1.3,633,5.7,2.7,0,0,0
2299,Black,Male,53241,0.184,3.3,630,1.5,4.8,1,1,1
2300,White,Male,71306,0.327,11.9,759,13.0,2.6,0,0,0
2301,Black,Female,57559,0.513,3.9,722,3.0,1.9,1,1,0
2302,Black,Female,57902,0.349,1.6,644,1.1,0.3,0,0,0
2303,Black,Female,56508,0.337,9.6,617,0.8,0.4,0,0,0
2304,White,Female,50174,0.371,2.9,665,13.3,4.7,1,0,1
2305,Black,Female,50769,0.328,0.5,582,0.3,4.6,1,0,1
2306,White,Male,65665,0.357,2.4,801,2.0,15.4,1,1,1
2307,White,Male,78649,0.224,3.7,697,11.5,1.3,1,1,1
2308,Black,Male,50350,0.504,6.4,680,2.9,0.7,0,0,0
2309,White,Male,76520,0.346,9.6,727,25.0,0.1,1,1,1
2310,White,Male,69178,0.303,1.3,776,17.8,2.1,1,0,1
2311,White,Male,53209,0.42,0.6,684,5.0,1.1,1,0,1
2312,White,Male,81309,0.372,0.5,688,9.0,3.0,0,0,0
2313,White,Male,71747,0.326,4.7,744,5.5,3.3,1,1,1
2314,Black,Male,70759,0.25,5.5,571,0.8,1.9,0,0,0
2315,White,Female,46346,0.281,1.8,769,0.7,5.0,1,0,1
2316,White,Female,60084,0.406,1.8,781,0.0,3.8,0,0,0
2317,White,Male,69835,0.209,10.8,716,0.3,1.1,1,1,1
2318,White,Female,65702,0.276,8.7,652,22.1,0.3,1,0,1
2319,Black,Male,44748,0.308,0.9,698,2.7,0.6,0,1,1
2320,White,Male,77440,0.328,5.3,695,0.3,1.2,1,1,1
2321,White,Female,82116,0.397,3.4,704,2.4,1.8,1,1,0
2322,White,Female,67745,0.398,0.6,708,5.8,1.1,1,1,1
2323,Black,Female,51928,0.35,1.5,619,2.9,1.5,0,0,0
2324,Black,Male,44225,0.407,0.7,674,1.4,1.6,0,0,0
2325,Black,Male,50257,0.317,1.2,587,2.5,10.6,1,1,1
2326,White,Female,62441,0.315,3.3,592,18.2,0.7,0,0,0
2327,White,Male,66702,0.336,1.6,722,0.2,6.5,1,1,1
2328,White,Female,73262,0.404,1.8,748,25.0,0.3,0,0,0
2329,White,Female,68337,0.18,2.7,673,0.4,1.3,1,1,1
2330,White,Male,98923,0.307,0.5,677,9.1,1.8,1,1,1
2331,White,Female,53191,0.429,4.7,729,0.3,1.5,0,0,0
2332,White,Male,72331,0.316,1.8,704,17.4,0.1,0,1,0
2333,White,Male,58165,0.306,2.3,677,0.7,0.9,0,0,1
2334,White,Male,49775,0.261,12.8,719,0.3,1.0,0,0,0
2335,White,Male,79227,0.397,1.5,705,14.3,0.8,0,0,0
2336,Black,Male,62966,0.344,3.7,598,4.0,0.4,0,0,0
2337,Black,Female,42454,0.403,1.7,645,5.0,0.9,1,0,0
2338,White,Male,72930,0.267,7.9,713,8.9,1.8,1,1,1
2339,Black,Male,51707,0.388,6.6,632,0.6,10.7,0,0,0
2340,White,Female,58057,0.43,1.0,742,3.1,3.9,0,0,0
2341,White,Female,59797,0.267,4.1,721,16.1,0.2,1,0,1
2342,White,Female,54034,0.338,0.5,684,13.3,0.1,1,1,1
2343,White,Male,64833,0.327,11.6,711,3.6,0.2,1,1,1
2344,White,Female,56115,0.273,1.5,679,1.7,1.3,0,0,0
2345,Black,Female,55228,0.406,6.2,640,1.6,0.7,0,0,0
2346,White,Male,44257,0.43,1.3,695,1.6,11.9,1,0,1
2347,Black,Female,48723,0.286,3.5,566,0.8,0.2,0,0,0
2348,White,Female,52123,0.301,14.4,699,13.2,0.5,0,0,0
2349,Black,Male,47484,0.398,7.3,673,2.1,5.6,0,0,0
2350,Black,Male,52743,0.354,0.6,776,1.0,3.9,0,0,0
2351,Black,Female,50856,0.612,2.8,672,1.0,2.2,1,0,1
2352,White,Male,69855,0.338,1.5,673,2.5,6.9,1,1,1
2353,Black,Female,40359,0.337,2.0,572,3.5,0.7,1,1,1
2354,White,Female,70216,0.166,1.4,647,10.2,0.5,1,1,0
2355,Black,Male,48973,0.404,1.4,634,0.1,9.0,0,0,0
2356,Black,Male,50652,0.327,2.7,634,2.6,2.3,1,1,1
2357,White,Female,65844,0.42,0.7,686,5.8,3.1,0,0,0
2358,White,Female,66203,0.311,2.7,678,2.8,0.0,1,1,1
2359,White,Male,65883,0.26,1.1,693,1.4,9.6,0,0,0
2360,White,Female,33638,0.289,1.2,677,7.7,2.2,1,1,1
2361,White,Female,54145,0.399,4.7,698,2.0,0.4,1,1,0
2362,White,Male,73618,0.329,0.5,661,15.9,17.7,0,1,0
2363,Black,Male,64886,0.503,1.7,597,0.5,1.5,0,0,0
2364,White,Female,62207,0.315,1.8,686,5.3,0.4,0,0,0
2365,White,Female,58210,0.39,2.3,718,11.4,0.2,1,0,1
2366,White,Male,94932,0.362,3.9,651,3.3,2.5,1,1,1
2367,Black,Male,54275,0.427,1.6,630,0.5,2.7,1,1,1
2368,Black,Male,64122,0.344,0.8,650,4.5,4.4,1,1,1
2369,White,Female,49649,0.363,7.6,689,16.5,0.6,1,1,0
2370,Black,Male,47098,0.373,13.9,694,0.9,2.2,0,0,1
2371,Black,Female,57473,0.401,0.5,696,1.8,0.9,1,0,1
2372,White,Female,73445,0.274,2.8,708,3.7,2.2,0,1,0
2373,White,Male,68102,0.152,1.5,763,10.0,9.9,1,1,0
2374,White,Male,53513,0.387,1.1,687,3.9,11.0,1,1,1
2375,Black,Female,49324,0.44,1.4,691,3.8,0.9,1,1,0
2376,White,Male,73894,0.206,3.6,675,0.2,5.1,1,1,1
2377,White,Male,72988,0.35,0.7,719,2.4,1.7,1,1,1
2378,White,Male,66366,0.389,8.5,735,8.1,8.1,0,0,0
